date,time,DOY,Ta_1_1_1,RH_1_1_1,LWout_1_1_1,LWin_1_1_1,SWout_1_1_1,SWin_1_1_1,PPFD_1_1_1,Ts_1_1_1,Pa_1_1_1
[yyyy-mm-dd],[HH:MM],[ddd.ddd],[K],[%],[W/m^2],[W/m^2],[W/m^2],[W/m^2],[Âµmol/m^2/s],[K],[Pa]
2020-07-18,16:30,200.6873,297.455,68.1870,-5.53133,-89.7677,134.494,885.974,1663.80,282.450,45394.0
2020-07-18,17:00,200.7082,298.482,65.7570,-5.58133,-93.3323,136.593,910.915,1713.87,282.450,45386.0
2020-07-18,17:30,200.7290,299.382,64.2517,-5.22133,-93.6917,137.570,919.147,1735.10,282.450,45363.7
2020-07-18,18:00,200.7498,300.388,60.9137,-6.00233,-94.7797,140.704,934.605,1770.80,282.450,45349.0
2020-07-18,18:30,200.7707,300.875,56.4257,-5.36367,-93.0263,140.919,927.510,1760.80,282.459,45319.0
2020-07-18,19:00,200.7915,301.353,57.0563,-7.46800,-94.9403,138.909,913.533,1744.37,282.460,45292.3
2020-07-18,19:30,200.8123,301.886,54.2510,-7.74667,-94.5563,134.267,875.127,1675.60,282.463,45271.7
2020-07-18,20:00,200.8332,302.368,52.7593,-7.66633,-93.1317,130.392,836.741,1601.93,282.470,45253.0
2020-07-18,20:30,200.8540,302.886,51.5457,-9.32600,-97.0863,124.712,785.422,1503.67,282.474,45200.0
2020-07-18,21:00,200.8748,303.018,50.1873,-8.74900,-94.1510,118.378,724.606,1385.53,282.480,45216.3
2020-07-18,21:30,200.8956,303.126,48.8713,-7.87100,-93.5747,111.328,656.644,1253.13,282.485,45198.0
2020-07-18,22:00,200.9165,303.137,51.0423,-8.73667,-90.4633,102.410,583.894,1113.87,282.490,45201.3
2020-07-18,22:30,200.9373,302.864,52.7037,-8.67833,-86.7117,91.2967,498.814,920.910,282.498,45178.3
2020-07-18,23:00,200.9581,302.580,55.1100,-9.29767,-83.0727,79.1333,412.084,781.990,282.500,45159.0
2020-07-18,23:30,200.9790,302.054,57.5040,-9.53900,-77.0067,60.4983,300.433,569.273,282.501,45160.0
2020-07-19,00:00,201.0000,301.020,61.0197,-9.11300,-56.4853,13.0387,80.8450,170.207,282.508,45194.3
2020-07-19,00:30,201.0208,300.080,67.1727,-6.44767,-27.0020,7.60400,46.4963,92.7853,282.510,45196.7
2020-07-19,01:00,201.0416,299.564,72.6267,-5.24567,-22.7763,2.16800,12.0593,25.8303,282.510,45195.0
2020-07-19,01:30,201.0624,299.027,76.6927,-5.47833,-25.9820,0.853000,2.74433,8.06967,282.512,45194.3
2020-07-19,02:00,201.0833,298.454,80.3870,-4.04100,-20.2863,1.51333,-1.11133,1.85467,282.520,45064.3
2020-07-19,02:30,201.1041,297.844,84.5867,-1.91267,-24.2113,2.23533,-1.90867,0.493667,282.520,44934.3
2020-07-19,03:00,201.1249,298.041,84.5800,-2.81100,-26.3143,1.42033,-1.38367,0.345333,282.520,44793.0
2020-07-19,03:30,201.1458,298.248,85.1733,-2.55700,-20.4907,1.60167,-2.24100,0.336667,282.520,44928.0
2020-07-19,04:00,201.1666,297.874,88.6167,-0.704333,-10.4060,2.57733,-1.19667,0.359000,282.520,44994.7
2020-07-19,04:30,201.1874,297.680,90.8533,-0.742667,-6.28967,1.59833,-0.424000,0.375333,282.520,45014.0
2020-07-19,05:00,201.2083,295.081,90.2200,-0.998333,-1.94700,0.306667,-1.77500,0.410333,282.520,45016.7
2020-07-19,05:30,201.2291,292.715,92.9600,0.879667,-3.87233,0.982667,-0.202333,0.384000,282.513,45049.3
2020-07-19,06:00,201.2499,292.714,93.6067,-0.225667,-17.6780,0.939000,-0.805000,0.390333,282.504,44992.0
2020-07-19,06:30,201.2707,292.727,94.4733,-0.960667,-19.1290,0.772333,-0.654000,0.386333,282.498,44957.3
2020-07-19,07:00,201.2916,293.020,92.7733,-1.05367,-20.6967,1.44733,-0.848000,0.378333,282.490,44895.3
2020-07-19,07:30,201.3124,292.859,90.6800,-2.29900,-27.1297,1.85567,-1.06400,0.361667,282.490,44894.0
2020-07-19,08:00,201.3332,292.981,91.7333,-1.08667,-35.9260,2.12467,-1.29133,0.369333,282.490,44881.7
2020-07-19,08:30,201.3541,292.899,91.9767,-0.637000,-23.3307,1.76067,-1.13533,0.335333,282.490,44925.0
2020-07-19,09:00,201.3749,292.632,92.1000,-1.39633,-51.9917,1.88000,-2.43367,0.311667,282.490,44942.0
2020-07-19,09:30,201.3957,292.291,92.1867,-1.21633,-58.5003,2.02633,-2.58933,0.331667,282.490,44940.0
2020-07-19,10:00,201.4165,292.065,92.4133,-0.785667,-33.9067,1.78133,-1.55167,0.359000,282.490,44957.3
2020-07-19,10:30,201.4374,292.231,90.9800,-0.575667,-12.6410,1.93200,-0.497333,1.41533,282.490,45007.0
2020-07-19,11:00,201.4582,291.927,89.5833,-1.51667,-37.6900,3.38667,8.06833,22.2607,282.490,45024.0
2020-07-19,11:30,201.4790,291.470,89.7400,-2.01333,-55.7420,12.8423,61.1463,114.617,282.490,45038.0
2020-07-19,12:00,201.4999,291.312,89.3300,-1.64600,-39.7350,13.3983,73.1680,136.260,282.495,45053.0
2020-07-19,12:30,201.5207,291.262,87.7667,-2.05900,-38.0537,21.0577,122.045,223.323,282.500,45067.7
2020-07-19,13:00,201.5415,291.418,85.6600,-2.65533,-51.1757,47.7893,275.666,499.687,282.503,45081.0
2020-07-19,13:30,201.5624,291.424,84.1600,-1.90133,-58.6643,58.2950,346.263,629.500,282.510,45095.3
2020-07-19,14:00,201.5832,292.133,80.1790,-2.36167,-87.8263,85.0540,524.120,965.347,282.516,45083.0
2020-07-19,14:30,201.6040,292.799,73.3997,-3.26067,-95.5443,102.542,639.317,1168.90,282.521,45092.3
2020-07-19,15:00,201.6249,293.435,68.4087,-3.36933,-96.7247,112.378,710.063,1300.30,282.530,45108.7
2020-07-19,15:30,201.6457,293.886,65.8393,-2.38900,-94.0720,121.052,768.423,1409.00,282.535,45129.3
2020-07-19,16:00,201.6665,294.508,62.8267,-2.39333,-94.6430,127.596,817.734,1508.17,282.540,45142.7
2020-07-19,16:30,201.6873,295.045,59.8223,-2.11567,-85.4477,130.274,827.726,1521.66,282.547,45151.7
2020-07-19,17:00,201.7082,295.422,56.4557,-4.67200,-65.6033,102.945,635.276,1163.37,282.550,45195.0
2020-07-19,17:30,201.7290,295.551,56.6147,-2.63667,-64.0553,106.986,654.224,1187.30,282.557,45230.0
2020-07-19,18:00,201.7498,296.038,53.5960,-2.42833,-80.0217,135.332,844.335,1561.22,282.565,45248.3
2020-07-19,18:30,201.7707,295.982,53.2120,-4.13733,-66.3507,93.5730,580.282,1077.91,282.570,45264.0
2020-07-19,19:00,201.7915,296.647,50.5823,-2.80733,-85.4143,124.937,775.734,1446.46,282.575,45243.0
2020-07-19,19:30,201.8123,296.233,51.2990,-4.10300,-56.8850,88.3740,525.659,967.620,282.581,45242.0
2020-07-19,20:00,201.8332,296.706,51.0223,-3.53467,-63.4000,108.070,639.087,1177.15,282.590,45248.7
2020-07-19,20:30,201.8540,296.996,50.0380,-2.48600,-88.5433,126.824,753.167,1390.24,282.599,45250.0
2020-07-19,21:00,201.8748,296.726,50.2277,-4.76833,-70.8223,87.0717,504.481,935.010,282.600,45255.3
2020-07-19,21:30,201.8956,296.981,47.8430,-4.68200,-79.7900,89.1290,501.109,926.063,282.600,45275.3
2020-07-19,22:00,201.9165,296.744,48.7383,-4.44533,-72.1343,80.1657,435.272,801.680,282.607,45286.0
2020-07-19,22:30,201.9373,296.906,49.0720,-5.29300,-71.8733,75.5707,402.833,733.870,282.610,45293.0
2020-07-19,23:00,201.9581,296.301,51.3523,-6.31000,-47.8610,38.1617,213.178,391.403,282.610,45309.7
2020-07-19,23:30,201.9790,296.256,51.0507,-5.92700,-57.1850,45.8233,229.156,416.380,282.610,45330.0
2020-07-20,00:00,202.0000,295.932,51.8130,-7.13767,-66.7823,32.6397,157.223,289.953,282.612,45359.3
2020-07-20,00:30,202.0208,295.673,52.1980,-8.24867,-61.0050,19.7627,90.8167,171.467,282.620,45380.0
2020-07-20,01:00,202.0416,295.197,53.6370,-6.92033,-42.1343,14.7363,58.9163,99.5340,282.620,45392.3
2020-07-20,01:30,202.0624,294.873,55.1083,-7.06267,-45.4443,4.81800,20.9710,39.3193,282.620,45409.0
2020-07-20,02:00,202.0833,294.320,57.8153,-7.32033,-60.2423,1.92033,3.75733,11.0757,282.620,45421.0
2020-07-20,02:30,202.1041,293.763,60.1693,-6.62633,-56.2147,0.774333,-2.62533,0.633000,282.620,45464.3
2020-07-20,03:00,202.1249,293.189,63.2617,-4.89100,-36.7863,0.412333,-1.65100,0.336667,282.626,45524.0
2020-07-20,03:30,202.1458,292.179,65.5350,-4.97767,-42.8333,0.290333,-2.33200,0.322000,282.630,45586.3
2020-07-20,04:00,202.1666,290.869,68.9477,-5.20300,-60.3803,0.440333,-3.23733,0.338000,282.630,45643.7
2020-07-20,04:30,202.1874,290.023,70.0433,-4.90467,-66.4203,0.977667,-3.26333,0.381333,282.630,45690.0
2020-07-20,05:00,202.2083,289.373,72.9927,-5.02667,-72.7833,1.31867,-3.54333,0.361000,282.632,45712.0
2020-07-20,05:30,202.2291,288.813,73.4613,-5.75933,-73.9457,1.32633,-3.78967,0.389667,282.640,45741.7
2020-07-20,06:00,202.2499,288.047,76.5017,-7.91633,-70.8220,1.63800,-3.54500,0.401000,282.640,45745.7
2020-07-20,06:30,202.2707,287.495,79.5300,-8.03300,-44.9050,1.60300,-1.61367,0.375333,282.640,45756.0
2020-07-20,07:00,202.2916,287.570,79.2203,-2.67667,-9.39667,1.03033,0.511333,0.349000,282.640,45779.0
2020-07-20,07:30,202.3124,287.856,74.9413,-2.20733,-14.7417,0.369333,-0.558667,0.363667,282.640,45821.3
2020-07-20,08:00,202.3332,287.300,73.2193,-4.26800,-54.0683,0.473000,-2.77233,0.364000,282.645,45854.7
2020-07-20,08:30,202.3541,286.397,74.3247,-5.52033,-72.6093,1.26033,-3.71900,0.328667,282.650,45863.0
2020-07-20,09:00,202.3749,285.806,76.4120,-7.61900,-71.9993,1.75767,-3.88200,0.311333,282.650,45895.0
2020-07-20,09:30,202.3957,284.921,81.4820,-7.24167,-67.7600,1.65167,-3.40167,0.290667,282.650,45918.0
2020-07-20,10:00,202.4165,283.977,86.0567,-5.99233,-66.7747,1.95467,-2.82500,0.358000,282.652,45923.3
2020-07-20,10:30,202.4374,282.851,90.1833,-3.28100,-53.9723,2.35267,-0.118333,4.00367,282.660,45933.3
2020-07-20,11:00,202.4582,282.328,92.9600,-1.95067,-40.0080,6.49433,28.5737,49.5650,282.660,45948.7
2020-07-20,11:30,202.4790,282.470,93.2133,-1.63067,-43.0167,20.5063,102.360,198.553,282.661,45988.7
2020-07-20,12:00,202.4999,283.608,91.5333,-0.995333,-67.2343,30.9737,163.102,323.857,282.670,46005.7
2020-07-20,12:30,202.5207,285.466,85.2167,-2.51100,-82.4920,43.0200,236.660,449.757,282.670,46030.0
2020-07-20,13:00,202.5415,286.777,78.5827,-4.46033,-90.6157,60.1537,344.020,646.060,282.670,46047.0
2020-07-20,13:30,202.5624,287.519,72.5227,-4.55700,-96.8793,78.9297,463.570,868.047,282.675,46064.3
2020-07-20,14:00,202.5832,288.133,69.9737,-6.44400,-100.992,86.6917,526.512,985.043,282.680,46053.7
2020-07-20,14:30,202.6040,288.757,68.8840,-3.88800,-85.2550,98.1910,593.986,1099.93,282.680,46053.3
2020-07-20,15:00,202.6249,289.140,68.4990,-3.76933,-60.3893,79.9657,476.882,870.613,282.680,46056.7
2020-07-20,15:30,202.6457,289.243,68.1413,-2.82700,-66.3413,75.7343,452.810,827.030,282.686,46077.3
2020-07-20,16:00,202.6665,290.118,62.9843,0.385000,-74.3680,127.295,765.542,1401.17,282.690,46124.0
2020-07-20,16:30,202.6873,290.428,62.0600,-2.69567,-60.4177,94.3433,571.236,1044.65,282.695,46156.7
2020-07-20,17:00,202.7082,290.893,60.5963,-1.01633,-61.9897,114.034,689.450,1254.34,282.700,46169.3
2020-07-20,17:30,202.7290,290.790,60.4850,-4.97600,-48.2160,77.5073,460.930,834.193,282.700,46175.3
2020-07-20,18:00,202.7498,291.083,59.0830,-2.92300,-47.2687,81.0953,475.933,862.197,282.700,46167.7
2020-07-20,18:30,202.7707,291.215,58.9383,-2.16167,-57.4560,98.4720,584.662,1058.64,282.706,46167.3
2020-07-20,19:00,202.7915,291.902,56.8597,-0.526667E-01,-71.0757,140.789,837.178,1536.35,282.710,46162.3
2020-07-20,19:30,202.8123,292.020,56.8340,-2.83700,-79.2763,104.277,638.340,1181.09,282.713,46130.7
2020-07-20,20:00,202.8332,292.417,56.8473,-0.227000,-82.4670,128.907,761.289,1397.63,282.720,46130.3
2020-07-20,20:30,202.8540,292.624,55.2023,-5.22500,-76.7420,94.3057,560.175,1031.09,282.720,46123.3
2020-07-20,21:00,202.8748,292.841,55.1197,-4.34133,-82.3343,115.706,670.444,1235.53,282.720,46124.3
2020-07-20,21:30,202.8956,292.844,55.0320,-4.19500,-79.3943,88.0317,499.477,919.580,282.720,46117.3
2020-07-20,22:00,202.9165,293.193,54.6147,-2.52433,-89.6597,133.004,715.392,1299.40,282.726,46100.3
2020-07-20,22:30,202.9373,292.729,55.7433,-4.65267,-95.1383,88.3547,466.397,816.743,282.730,46115.3
2020-07-20,23:00,202.9581,292.360,53.6920,-4.64167,-104.116,88.8487,438.380,799.003,282.730,46115.3
2020-07-20,23:30,202.9790,291.978,49.9733,-5.85433,-104.377,75.6943,347.496,625.403,282.730,46111.3
2020-07-21,00:00,203.0000,291.551,51.5533,-7.33833,-102.024,60.3797,256.944,457.920,282.730,46134.0
2020-07-21,00:30,203.0208,291.027,52.5247,-8.80367,-98.6693,37.7720,147.980,266.110,282.730,46127.7
2020-07-21,01:00,203.0416,290.379,56.5863,-11.4097,-93.5447,23.6300,81.6110,146.937,282.730,46137.7
2020-07-21,01:30,203.0624,289.767,61.0723,-15.1747,-87.1767,9.27333,32.5327,64.8827,282.730,46133.3
2020-07-21,02:00,203.0833,288.385,68.9140,-13.8100,-79.2787,1.04300,-1.24533,8.95367,282.730,46141.3
2020-07-21,02:30,203.1041,286.387,79.7190,-9.79133,-70.1927,1.57533,-3.66600,0.597667,282.730,46175.0
2020-07-21,03:00,203.1249,284.945,87.5867,-6.39567,-59.6957,2.18767,-2.32533,0.340667,282.730,46192.0
2020-07-21,03:30,203.1458,284.075,90.5133,-3.34733,-41.2250,1.67733,-1.40633,0.331000,282.723,46209.0
2020-07-21,04:00,203.1666,283.576,91.4733,-2.19300,-31.7063,2.67300,-1.70167,0.334333,282.726,46198.3
2020-07-21,04:30,203.1874,282.903,93.1933,-1.49800,-24.9967,2.85100,-1.51167,0.365333,282.720,46210.7
2020-07-21,05:00,203.2083,282.465,94.2667,-1.61667,-20.3173,1.97633,-1.06400,0.370000,282.720,46216.7
2020-07-21,05:30,203.2291,282.090,94.5400,-1.59000,-17.4430,1.96800,-1.32567,0.341667,282.720,46203.7
2020-07-21,06:00,203.2499,281.712,94.7733,-1.19000,-12.1487,1.91467,-0.633333E-01,0.358000,282.728,46174.0
2020-07-21,06:30,203.2707,281.627,95.1467,-1.23933,-12.7757,2.09867,-0.530667,0.363000,282.730,46175.7
2020-07-21,07:00,203.2916,281.639,95.1067,-1.62500,-12.1037,1.70267,-1.11767,0.346667,282.730,46172.7
2020-07-21,07:30,203.3124,281.341,95.1867,-0.744000,-6.99133,1.26167,-0.202333,0.367667,282.730,46155.7
2020-07-21,08:00,203.3332,281.463,95.6833,-0.428667,-5.04133,1.44300,0.644333,0.341333,282.730,46124.7
2020-07-21,08:30,203.3541,281.985,96.0667,-0.579000,-6.44333,1.55600,0.286333,0.283667,282.730,46105.3
2020-07-21,09:00,203.3749,282.021,95.7767,-0.494667,-3.93600,0.870333,-0.233333E-02,0.273333,282.730,46119.7
2020-07-21,09:30,203.3957,282.067,95.9167,-0.268333,-4.01933,0.974667,0.760000E-01,0.279000,282.730,46101.0
2020-07-21,10:00,203.4165,282.314,96.1233,-0.563333,-8.65233,1.47567,-0.625667,0.288000,282.730,46073.0
2020-07-21,10:30,203.4374,282.299,95.9533,-1.40767,-11.0330,2.05867,-0.261333,2.25533,282.730,46056.7
2020-07-21,11:00,203.4582,281.758,95.6800,-1.06267,-9.53933,4.65133,16.0577,31.3677,282.730,46067.7
2020-07-21,11:30,203.4790,282.071,96.3300,-0.544333,-8.97400,15.1997,70.3470,136.222,282.730,46082.3
2020-07-21,12:00,203.4999,283.350,96.7067,0.642000,-1.43600,14.2253,79.9910,142.717,282.737,46075.3
2020-07-21,12:30,203.5207,286.315,97.3000,0.781333,-4.34800,36.6763,203.581,362.243,282.740,46073.0
2020-07-21,13:00,203.5415,287.377,97.1633,0.625333,-5.80033,27.9943,164.918,302.907,282.740,46089.7
2020-07-21,13:30,203.5624,287.761,91.7267,1.08433,-8.13167,29.1883,174.567,327.863,282.740,46093.7
2020-07-21,14:00,203.5832,288.008,90.6300,1.36500,-10.1823,17.4280,111.217,218.257,282.740,46082.3
2020-07-21,14:30,203.6040,288.103,90.0467,1.08433,-11.0073,8.45067,56.5623,120.760,282.740,46093.3
2020-07-21,15:00,203.6249,288.363,89.6433,1.10200,-9.51200,11.4513,69.6270,148.317,282.740,46100.3
2020-07-21,15:30,203.6457,288.524,90.2833,0.844667,-5.10800,9.26067,56.0703,120.777,282.740,46121.3
2020-07-21,16:00,203.6665,288.599,92.4233,2.17467,-8.93267,19.7440,125.625,253.983,282.740,46103.0
2020-07-21,16:30,203.6873,288.864,93.1167,1.57800,-10.3553,18.1417,114.038,227.007,282.740,46075.0
2020-07-21,17:00,203.7082,289.032,93.0300,1.69167,-5.27567,18.3327,114.464,226.493,282.740,46045.0
2020-07-21,17:30,203.7290,289.330,93.4767,1.72367,-9.08233,26.5270,172.723,344.243,282.740,45964.3
2020-07-21,18:00,203.7498,289.440,93.2567,1.13467,-5.63700,11.3533,84.2237,183.997,282.740,46021.3
2020-07-21,18:30,203.7707,289.482,92.7567,1.40133,-7.63767,18.1290,119.973,244.257,282.735,45952.0
2020-07-21,19:00,203.7915,290.255,91.4333,3.32467,-12.6647,78.7830,487.673,881.200,282.730,45910.0
2020-07-21,19:30,203.8123,290.724,89.4367,0.252000,-11.6197,30.2357,185.574,349.123,282.727,45932.0
2020-07-21,20:00,203.8332,290.289,91.3300,1.23233,-10.2660,21.1163,125.258,242.850,282.720,45898.3
2020-07-21,20:30,203.8540,290.513,91.2767,2.25400,-9.98467,41.2333,247.987,453.683,282.720,45875.0
2020-07-21,21:00,203.8748,290.734,90.0633,0.966667,-10.5083,32.8280,195.967,362.013,282.720,45848.3
2020-07-21,21:30,203.8956,290.957,89.0067,0.660667,-14.0230,43.3823,259.069,465.650,282.720,45796.0
2020-07-21,22:00,203.9165,290.914,89.2800,-0.618667,-11.2463,19.4437,119.491,228.733,282.711,45771.0
2020-07-21,22:30,203.9373,290.733,89.4633,0.520000E-01,-8.34333,15.1373,86.5480,166.177,282.710,45734.0
2020-07-21,23:00,203.9581,290.828,89.4233,-0.930333,-9.64767,12.5757,74.1893,140.673,282.710,45692.7
2020-07-21,23:30,203.9790,290.822,89.7100,-1.13467,-10.2340,8.67900,53.3477,101.367,282.707,45671.3
2020-07-22,00:00,204.0000,290.992,89.0033,-1.18667,-8.64033,8.34133,48.5963,92.1120,282.701,45661.3
2020-07-22,00:30,204.0208,291.120,88.7000,-1.06000,-9.46000,12.3100,69.4100,126.900,282.700,45650.0
2020-07-22,01:00,204.0416,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2020-07-22,01:30,204.0624,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2020-07-22,02:00,204.0833,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2020-07-22,02:30,204.1041,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2020-07-22,03:00,204.1249,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
